"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"MACROH2A1"	9.48920207446027e-05	-0.273473456211856	0.094	0.139	1	"Mig"	"MACROH2A1"	"female"
"THUMPD1"	9.59853160380589e-05	-0.224792809173032	0.084	0.126	1	"Mig"	"THUMPD1"	"female"
"OAZ1"	9.61342371534149e-05	-0.292147537932038	0.246	0.316	1	"Mig"	"OAZ1"	"female"
"RAP1GDS1"	9.69527407181039e-05	-0.531286437071919	0.089	0.131	1	"Mig"	"RAP1GDS1"	"female"
"SP1"	0.000105365685661445	-0.363009075907128	0.172	0.123	1	"Mig"	"SP1"	"female"
"MTPAP"	0.000108339179747832	-0.591563349844356	0.063	0.1	1	"Mig"	"MTPAP"	"female"
"PADI2"	0.000114590469553653	-0.559545536570417	0.469	0.553	1	"Mig"	"PADI2"	"female"
"TLN1"	0.000119884517214241	0.00401375522501546	0.128	0.178	1	"Mig"	"TLN1"	"female"
"EIF2S2"	0.00012007926224696	-0.494788803324735	0.142	0.192	1	"Mig"	"EIF2S2"	"female"
"TMEM165"	0.000122909412540909	-0.245234955188085	0.066	0.103	1	"Mig"	"TMEM165"	"female"
"GCC2"	0.000127405300005418	0.467262041198229	0.147	0.102	1	"Mig"	"GCC2"	"female"
"PRPF39"	0.000127765268420506	-0.0579453570577959	0.255	0.199	1	"Mig"	"PRPF39"	"female"
"PRKDC"	0.000130537340752454	-0.376684206261827	0.118	0.166	1	"Mig"	"PRKDC"	"female"
"RNF122"	0.000131339482395964	0.28957664782765	0.157	0.109	1	"Mig"	"RNF122"	"female"
"SCAMP2"	0.000132568643656684	-0.274107471691346	0.104	0.151	1	"Mig"	"SCAMP2"	"female"
"NOP58"	0.000134499944990586	-0.246998950416554	0.092	0.136	1	"Mig"	"NOP58"	"female"
"GPX1"	0.0001370301337614	-0.40510399750392	0.188	0.247	1	"Mig"	"GPX1"	"female"
"MYL12B"	0.000141065896111945	-0.224425124496304	0.076	0.116	1	"Mig"	"MYL12B"	"female"
"HNRNPD"	0.000141716745804055	-0.0218991714171097	0.076	0.116	1	"Mig"	"HNRNPD"	"female"
"ATP5F1A"	0.000143049104054682	-0.340526115805672	0.071	0.111	1	"Mig"	"ATP5F1A"	"female"
"SKI"	0.000143139992321232	0.533961281196397	0.145	0.1	1	"Mig"	"SKI"	"female"
"BCAP31"	0.000146122880007235	-0.0510865476637494	0.08	0.121	1	"Mig"	"BCAP31"	"female"
"PIK3R1"	0.000150878203936359	-0.524511482730807	0.104	0.148	1	"Mig"	"PIK3R1"	"female"
"SLC30A7"	0.000154373004156286	-0.234714439865652	0.098	0.142	1	"Mig"	"SLC30A7"	"female"
"YBX3"	0.000156137875635773	0.0890033875335046	0.066	0.104	1	"Mig"	"YBX3"	"female"
"LIPA"	0.00016325142298584	0.0768849072120987	0.108	0.07	1	"Mig"	"LIPA"	"female"
"EEF1A1P25"	0.000170382636290969	-0.792709778455144	0.198	0.252	1	"Mig"	"EEF1A1P25"	"female"
"COX5B"	0.000170666856371132	-0.192578498663258	0.078	0.118	1	"Mig"	"COX5B"	"female"
"RREB1"	0.000176996318566581	-0.306279717983893	0.186	0.241	1	"Mig"	"RREB1"	"female"
"CNTRL"	0.0001779785551553	0.721360858891521	0.166	0.121	1	"Mig"	"CNTRL"	"female"
"BBX"	0.000189930920622048	0.745144396380754	0.105	0.068	1	"Mig"	"BBX"	"female"
"SERPINB9"	0.000198706654672205	-0.339276728867217	0.544	0.615	1	"Mig"	"SERPINB9"	"female"
"GTF2IP1"	0.000200744588434342	0.369708508546064	0.1	0.063	1	"Mig"	"GTF2IP1"	"female"
"CEBPD"	0.000206926677111601	-0.185729644880359	0.153	0.209	1	"Mig"	"CEBPD"	"female"
"CDV3"	0.000221191632121215	-0.54065697938353	0.091	0.132	1	"Mig"	"CDV3"	"female"
"FTX"	0.00023384878551253	0.60534621384109	0.18	0.134	1	"Mig"	"FTX"	"female"
"DST"	0.000245378744813121	0.11594344172241	0.154	0.11	1	"Mig"	"DST"	"female"
"SNX27"	0.000246116173800413	0.521560582598664	0.107	0.07	1	"Mig"	"SNX27"	"female"
"CORO1C"	0.000277080173116541	0.0461533101923826	0.213	0.163	1	"Mig"	"CORO1C"	"female"
"TUBA1A"	0.000281839603355335	-0.470094185824016	0.116	0.159	1	"Mig"	"TUBA1A"	"female"
"COTL1"	0.000282484232181824	-0.112166025544376	0.124	0.171	1	"Mig"	"COTL1"	"female"
"NUCKS1"	0.000292571688504008	-0.0572129258936949	0.34	0.282	1	"Mig"	"NUCKS1"	"female"
"IL13RA1"	0.000295776400905367	0.103041997379311	0.175	0.131	1	"Mig"	"IL13RA1"	"female"
"LARS1"	0.000297297861082046	-0.378565527534876	0.084	0.123	1	"Mig"	"LARS1"	"female"
"ITPR2"	0.000318587304264352	0.303183730339455	0.269	0.215	1	"Mig"	"ITPR2"	"female"
"SUZ12"	0.000321764515523709	0.530836850329365	0.11	0.073	1	"Mig"	"SUZ12"	"female"
"PARP14"	0.000327346273570039	-0.446883079722304	0.149	0.198	1	"Mig"	"PARP14"	"female"
"LYN"	0.000328048940102044	-1.5015441334727	0.069	0.105	1	"Mig"	"LYN"	"female"
"KHDRBS3"	0.000330271755996197	0.316220566863023	0.149	0.106	1	"Mig"	"KHDRBS3"	"female"
"ASAH1"	0.000334364517612574	0.398647538177055	0.225	0.177	1	"Mig"	"ASAH1"	"female"
"NPM1"	0.000344659912085537	-0.250939796307003	0.109	0.154	1	"Mig"	"NPM1"	"female"
"ZFX"	0.000384798721312194	0.398890772437952	0.181	0.137	1	"Mig"	"ZFX"	"female"
"RSRP1"	0.000400754588951602	-0.0411991110438765	0.105	0.068	1	"Mig"	"RSRP1"	"female"
"CD84"	0.000413887953203759	0.603239122184005	0.146	0.106	1	"Mig"	"CD84"	"female"
"NCOA3"	0.000417194519517066	0.416735014342268	0.148	0.106	1	"Mig"	"NCOA3"	"female"
"SFPQ"	0.000424222163479204	0.795753820666527	0.198	0.151	1	"Mig"	"SFPQ"	"female"
"ND1"	0.000437155670635591	0.423620757711459	0.356	0.303	1	"Mig"	"ND1"	"female"
"CBWD3"	0.000453525898412952	-0.198385027701692	0.248	0.304	1	"Mig"	"CBWD3"	"female"
"SLCO2B1"	0.000472688439410045	-0.449349993660006	0.304	0.367	1	"Mig"	"SLCO2B1"	"female"
"PPT1"	0.000496889167603666	0.595250217899006	0.201	0.157	1	"Mig"	"PPT1"	"female"
"METTL7A"	0.000510813101633964	0.0465937873535376	0.215	0.166	1	"Mig"	"METTL7A"	"female"
"TYROBP"	0.000517677352070755	-0.346373793454601	0.215	0.268	1	"Mig"	"TYROBP"	"female"
"SENP5"	0.000530283291162612	-0.181726374287441	0.122	0.169	1	"Mig"	"SENP5"	"female"
"EIF1"	0.000531752764954728	-0.405328203476412	0.303	0.357	1	"Mig"	"EIF1"	"female"
"FAM133B"	0.000539120998134708	0.250049765964113	0.151	0.109	1	"Mig"	"FAM133B"	"female"
"RUNX1"	0.000539412475214811	-1.16910113032199	0.079	0.115	1	"Mig"	"RUNX1"	"female"
"LOC100506403"	0.000539412475214811	-1.16910113032199	0.079	0.115	1	"Mig"	"LOC100506403"	"female"
"OLR1"	0.00053980727893042	-0.0249820387397661	0.268	0.218	1	"Mig"	"OLR1"	"female"
"EIF5B"	0.00056675490175736	0.0101997146615602	0.077	0.114	1	"Mig"	"EIF5B"	"female"
"RESF1"	0.000590664785106257	0.650376467016434	0.122	0.085	1	"Mig"	"RESF1"	"female"
"PAFAH1B2"	0.000621762954303456	-0.191985630877289	0.095	0.133	1	"Mig"	"PAFAH1B2"	"female"
"S100A11"	0.000638463797783124	-0.242507508836528	0.23	0.285	1	"Mig"	"S100A11"	"female"
"ARID4B"	0.000657687955017533	0.469651159455513	0.119	0.082	1	"Mig"	"ARID4B"	"female"
"GTF2I"	0.000664291090965892	0.303591499246478	0.139	0.1	1	"Mig"	"GTF2I"	"female"
"IRF2"	0.000674142263366199	0.289665282989948	0.101	0.067	1	"Mig"	"IRF2"	"female"
"OXR1"	0.000675805083121793	0.718951754247623	0.117	0.081	1	"Mig"	"OXR1"	"female"
"ANKRD11"	0.000705392114097355	0.533772217942429	0.131	0.095	1	"Mig"	"ANKRD11"	"female"
"RAB7A"	0.00071532541669389	0.124932676173169	0.066	0.101	1	"Mig"	"RAB7A"	"female"
"TRA2B"	0.000769186899643867	0.643995334017603	0.134	0.097	1	"Mig"	"TRA2B"	"female"
"PABPN1"	0.000769249138970211	0.131204374171607	0.159	0.118	1	"Mig"	"PABPN1"	"female"
"VSIR"	0.000780842587509598	-1.31905157037366	0.137	0.181	1	"Mig"	"VSIR"	"female"
"LCP1"	0.000781738686005666	-0.254048418379263	0.139	0.188	1	"Mig"	"LCP1"	"female"
"H3-3B"	0.000805690223831042	-0.111052853442636	0.277	0.343	1	"Mig"	"H3-3B"	"female"
"PRXL2C"	0.000835759989591501	-0.408981109776154	0.115	0.156	1	"Mig"	"PRXL2C"	"female"
"A2M"	0.000852171252286561	-0.172563986214258	0.386	0.335	1	"Mig"	"A2M"	"female"
"CCDC144B"	0.000854111236160731	0.148716517177134	0.131	0.092	1	"Mig"	"CCDC144B"	"female"
"ARL6IP5"	0.000861803276788176	0.14203539995771	0.194	0.152	1	"Mig"	"ARL6IP5"	"female"
"RPN1"	0.000861882955698559	-1.59564913319484	0.152	0.196	1	"Mig"	"RPN1"	"female"
"SMG1"	0.000871088252269575	0.393941315768718	0.19	0.147	1	"Mig"	"SMG1"	"female"
"RO60"	0.000872409455914032	0.361740509966986	0.117	0.082	1	"Mig"	"RO60"	"female"
"HSPD1"	0.000966396670627189	0.991916421216194	0.105	0.073	1	"Mig"	"HSPD1"	"female"
"HERPUD1"	0.000968302014389369	0.167261054282844	0.237	0.193	1	"Mig"	"HERPUD1"	"female"
"MSL2"	0.000986124038034207	-1.22305991177022	0.124	0.087	1	"Mig"	"MSL2"	"female"
"SLTM"	0.00098659616680905	-0.322435187382024	0.102	0.141	1	"Mig"	"SLTM"	"female"
"NOP10"	0.00101348994917497	-0.139365805119175	0.075	0.11	1	"Mig"	"NOP10"	"female"
"HS3ST1"	0.00101934774176786	0.112402855576643	0.133	0.095	1	"Mig"	"HS3ST1"	"female"
"POU2F2"	0.00104027386425547	-0.331503044940403	0.105	0.145	1	"Mig"	"POU2F2"	"female"
"RBM26"	0.00107514971897399	0.262790795734701	0.154	0.114	1	"Mig"	"RBM26"	"female"
"LMAN2"	0.00107999044178641	-0.129176692737777	0.094	0.131	1	"Mig"	"LMAN2"	"female"
"SARAF"	0.00109005691269354	0.479562824961391	0.16	0.123	1	"Mig"	"SARAF"	"female"
"HSPA4"	0.00111521585430342	0.124655734221914	0.186	0.141	1	"Mig"	"HSPA4"	"female"
"CBWD6"	0.00111867843196363	-0.11896583730743	0.249	0.301	1	"Mig"	"CBWD6"	"female"
"GPATCH2L"	0.00118473489522432	0.392279483900507	0.145	0.107	1	"Mig"	"GPATCH2L"	"female"
"ATP5PF"	0.00119089064669948	-0.272967684866185	0.085	0.121	1	"Mig"	"ATP5PF"	"female"
"CD99"	0.00127280248501428	0.101779353500865	0.077	0.112	1	"Mig"	"CD99"	"female"
"PCM1"	0.00131998798793268	0.357612327262457	0.257	0.214	1	"Mig"	"PCM1"	"female"
"TGOLN2"	0.0013239165729624	-0.326501699763107	0.106	0.146	1	"Mig"	"TGOLN2"	"female"
"GNAQ"	0.00138596327494069	0.376319224731752	0.132	0.096	1	"Mig"	"GNAQ"	"female"
"RIN2"	0.00141526364595958	0.0151259204687308	0.524	0.468	1	"Mig"	"RIN2"	"female"
"RAB1A"	0.0014180401801537	-0.536250670062641	0.097	0.136	1	"Mig"	"RAB1A"	"female"
"BLNK"	0.00146651089992987	0.218381219190361	0.163	0.126	1	"Mig"	"BLNK"	"female"
"RBM39"	0.00153910750642636	0.3899082121209	0.342	0.302	1	"Mig"	"RBM39"	"female"
"MYL12A"	0.0015397352630236	0.00411241981212784	0.081	0.116	1	"Mig"	"MYL12A"	"female"
"POMP"	0.0015538377837304	-0.0938590940048811	0.088	0.124	1	"Mig"	"POMP"	"female"
"EML4"	0.00158945654664952	0.205512811739639	0.137	0.183	1	"Mig"	"EML4"	"female"
"BCAS4"	0.001620158604876	-0.135334068761066	0.222	0.269	1	"Mig"	"BCAS4"	"female"
"CNPY3"	0.00162579246886953	0.0704912941856606	0.144	0.108	1	"Mig"	"CNPY3"	"female"
"VPS35"	0.00163874956234285	-0.52391411383228	0.114	0.152	1	"Mig"	"VPS35"	"female"
"PAG1"	0.0016627678398035	0.708512967203736	0.12	0.087	1	"Mig"	"PAG1"	"female"
"DHRS3"	0.00169426303992906	-0.600234693209977	0.244	0.297	1	"Mig"	"DHRS3"	"female"
"N4BP2L2"	0.00169713026760486	0.0811408472767123	0.209	0.167	1	"Mig"	"N4BP2L2"	"female"
"RUNX2"	0.00172711707538773	0.645074087006248	0.142	0.106	1	"Mig"	"RUNX2"	"female"
"RPN2"	0.00174013834641588	-0.361324196980043	0.099	0.136	1	"Mig"	"RPN2"	"female"
"UBN2"	0.00180996444946706	0.278267964513758	0.119	0.086	1	"Mig"	"UBN2"	"female"
"NAV3"	0.0018910252596067	-0.403922222966534	0.145	0.188	1	"Mig"	"NAV3"	"female"
"MACF1"	0.00190674391505421	0.377538112267569	0.175	0.137	1	"Mig"	"MACF1"	"female"
"PPP1R12A"	0.00191586989014153	0.696337105595152	0.139	0.105	1	"Mig"	"PPP1R12A"	"female"
"ARHGDIB"	0.00192014452009866	-0.270816532028999	0.222	0.273	1	"Mig"	"ARHGDIB"	"female"
"MAP4K4"	0.0020558020607236	0.234968576148269	0.1	0.07	1	"Mig"	"MAP4K4"	"female"
"MTND6P3"	0.00212543084671054	0.0248955310591979	0.122	0.089	1	"Mig"	"MTND6P3"	"female"
"SAT1"	0.00213363468806698	-0.340408928516082	0.722	0.766	1	"Mig"	"SAT1"	"female"
"HLA-E"	0.00217964177404576	-0.136320016819309	0.297	0.354	1	"Mig"	"HLA-E"	"female"
"SP100"	0.00219902428569911	-0.329533246639664	0.477	0.408	1	"Mig"	"SP100"	"female"
"FGD4"	0.00221093742433067	0.336182740782231	0.151	0.115	1	"Mig"	"FGD4"	"female"
"RAB12"	0.00223501645091948	-0.002378294732166	0.593	0.562	1	"Mig"	"RAB12"	"female"
"CBWD1"	0.00224348623754723	-0.14406717279228	0.24	0.288	1	"Mig"	"CBWD1"	"female"
"BRWD1"	0.00230047339516177	0.696626212093267	0.124	0.092	1	"Mig"	"BRWD1"	"female"
"MS4A6A"	0.00233981267841556	0.250925936812569	0.223	0.276	1	"Mig"	"MS4A6A"	"female"
"UBXN2B"	0.00236683567813757	-0.301232188244896	0.075	0.107	1	"Mig"	"UBXN2B"	"female"
"ADAM10"	0.00244522942993882	0.209330091735961	0.223	0.182	1	"Mig"	"ADAM10"	"female"
"INSR"	0.00246890599422064	0.00869301613471807	0.246	0.294	1	"Mig"	"INSR"	"female"
"NBPF14"	0.00252566243848484	0.343285653952359	0.139	0.103	1	"Mig"	"NBPF14"	"female"
"WTAP"	0.00253920236423738	0.0652809463071895	0.436	0.395	1	"Mig"	"WTAP"	"female"
"UQCRB"	0.00255017876500562	-1.31851030980308	0.078	0.108	1	"Mig"	"UQCRB"	"female"
"ANXA5"	0.00264093661014368	-0.191444803071825	0.08	0.112	1	"Mig"	"ANXA5"	"female"
"PSMB4"	0.00268173544407057	-0.487158578564611	0.143	0.183	1	"Mig"	"PSMB4"	"female"
"MTCO1P40"	0.00270663984495171	0.208242963307955	0.252	0.206	1	"Mig"	"MTCO1P40"	"female"
"SRRM2"	0.00273945175378842	0.292988844588804	0.241	0.198	1	"Mig"	"SRRM2"	"female"
"LAPTM5"	0.00282506351803604	-0.399562144060647	0.362	0.419	1	"Mig"	"LAPTM5"	"female"
"ANP32E"	0.00285118716201667	-0.422406741772225	0.095	0.129	1	"Mig"	"ANP32E"	"female"
"TCF4"	0.00303603453025116	0.47643974811829	0.218	0.179	1	"Mig"	"TCF4"	"female"
"BMP2K"	0.00314306467807724	0.427132939087917	0.222	0.178	1	"Mig"	"BMP2K"	"female"
"TMEM144"	0.00326003763962878	-0.451846930887703	0.125	0.163	1	"Mig"	"TMEM144"	"female"
"RHBDF2"	0.00328342825452659	0.304027121314729	0.257	0.218	1	"Mig"	"RHBDF2"	"female"
"MPRIP"	0.00333914516550532	0.664882766079964	0.101	0.072	1	"Mig"	"MPRIP"	"female"
"HERC4"	0.00335023563747425	0.563512606077945	0.114	0.082	1	"Mig"	"HERC4"	"female"
"C9orf72"	0.00338691794411579	-0.166161090894048	0.107	0.142	1	"Mig"	"C9orf72"	"female"
"KANSL1"	0.00344538064785554	0.438363119965719	0.113	0.082	1	"Mig"	"KANSL1"	"female"
"ND6"	0.00345357968022544	0.554209566039733	0.204	0.166	1	"Mig"	"ND6"	"female"
"CMC2"	0.00358454763758944	-0.179514298810547	0.141	0.106	1	"Mig"	"CMC2"	"female"
"U2SURP"	0.00360231238420333	0.132204704127309	0.127	0.168	1	"Mig"	"U2SURP"	"female"
"LMAN1"	0.00393719194383446	-0.300622682503151	0.088	0.12	1	"Mig"	"LMAN1"	"female"
"PWWP3A"	0.00405615703275095	0.445268673120017	0.196	0.158	1	"Mig"	"PWWP3A"	"female"
"SF3B1"	0.00408092958315983	0.405927844103015	0.16	0.126	1	"Mig"	"SF3B1"	"female"
"CCDC88A"	0.00413222144324997	0.559220448484937	0.205	0.171	1	"Mig"	"CCDC88A"	"female"
"RNPC3"	0.004318437268914	-0.241177153302303	0.084	0.115	1	"Mig"	"RNPC3"	"female"
"BAZ2B"	0.00444120652307534	0.712976347434389	0.275	0.235	1	"Mig"	"BAZ2B"	"female"
"HLA-DMA"	0.00448982834868161	-0.37747161482236	0.162	0.205	1	"Mig"	"HLA-DMA"	"female"
"SOAT1"	0.00452693344986127	-0.394176770255291	0.093	0.125	1	"Mig"	"SOAT1"	"female"
"RTN3"	0.00453070489211959	0.291811817740605	0.158	0.125	1	"Mig"	"RTN3"	"female"
"EEF1A1"	0.00461292785670667	-0.584153172484417	0.461	0.507	1	"Mig"	"EEF1A1"	"female"
"MYCBP2"	0.00464584098480158	0.255275689559278	0.155	0.12	1	"Mig"	"MYCBP2"	"female"
"ARHGAP21"	0.00471680328104781	0.0984774772170867	0.107	0.078	1	"Mig"	"ARHGAP21"	"female"
"ETNK1"	0.00479330622723265	0.0469802631486171	0.283	0.244	1	"Mig"	"ETNK1"	"female"
"LARP4B"	0.00488060442824308	-0.489624550839318	0.072	0.101	1	"Mig"	"LARP4B"	"female"
"MIR12136"	0.00492736634319373	0.243991544251799	0.163	0.131	1	"Mig"	"MIR12136"	"female"
"MARCHF6"	0.00493825857551853	-0.0205811292462319	0.246	0.304	1	"Mig"	"MARCHF6"	"female"
"TUT4"	0.00495597792321373	0.77925435463249	0.115	0.085	1	"Mig"	"TUT4"	"female"
"ZDHHC2"	0.00498532958738374	0.0453087068484948	0.104	0.074	1	"Mig"	"ZDHHC2"	"female"
"SON"	0.00515067228822822	0.0812637687418638	0.472	0.43	1	"Mig"	"SON"	"female"
"AMFR"	0.00524662445627383	-0.0401580975157532	0.282	0.237	1	"Mig"	"AMFR"	"female"
"NACA"	0.00543163725362281	-0.217754259255497	0.149	0.189	1	"Mig"	"NACA"	"female"
"HLA-C"	0.00544240021808811	-0.349560084851771	0.143	0.181	1	"Mig"	"HLA-C"	"female"
"RABGAP1L"	0.00573197806782942	-0.0609124717432414	0.115	0.084	1	"Mig"	"RABGAP1L"	"female"
"MOB1A"	0.00575018107726	-0.163198091971009	0.163	0.205	1	"Mig"	"MOB1A"	"female"
"BIRC6"	0.00603180949846886	0.356692081771765	0.12	0.091	1	"Mig"	"BIRC6"	"female"
"GATD3A"	0.00609078098590585	-0.0861105941405369	0.098	0.13	1	"Mig"	"GATD3A"	"female"
"RASSF2"	0.00623082253487968	-0.0342975816062043	0.088	0.118	1	"Mig"	"RASSF2"	"female"
"NUMB"	0.0064595663636742	-0.182147076781657	0.103	0.135	1	"Mig"	"NUMB"	"female"
"USP53"	0.00649087190465601	0.492766014856941	0.147	0.116	1	"Mig"	"USP53"	"female"
"PAPOLA"	0.00652855460998138	0.656050774718479	0.152	0.121	1	"Mig"	"PAPOLA"	"female"
"ARPC5"	0.0065419829265002	0.017850272497768	0.189	0.236	1	"Mig"	"ARPC5"	"female"
"SLC1A3"	0.00683503252065078	-0.354649495018696	0.445	0.495	1	"Mig"	"SLC1A3"	"female"
"RASSF3"	0.00696575116885331	0.419909057801324	0.117	0.088	1	"Mig"	"RASSF3"	"female"
"DOCK10"	0.00705235243947937	0.131509444806581	0.116	0.087	1	"Mig"	"DOCK10"	"female"
"UQCR11"	0.00708576154916749	-0.146144519051089	0.074	0.101	1	"Mig"	"UQCR11"	"female"
"ITSN2"	0.00711838003688684	0.884164907538255	0.154	0.125	1	"Mig"	"ITSN2"	"female"
"MSN"	0.00744618165226122	0.400289616427332	0.109	0.082	1	"Mig"	"MSN"	"female"
"APMAP"	0.00800553082764956	-0.175149149247206	0.143	0.181	1	"Mig"	"APMAP"	"female"
"UBXN4"	0.00816681316806582	0.121858094652678	0.088	0.118	1	"Mig"	"UBXN4"	"female"
"CCNDBP1"	0.00817008629714072	0.44531411743087	0.148	0.117	1	"Mig"	"CCNDBP1"	"female"
"TPM3"	0.0084462258670968	0.235587262764453	0.107	0.141	1	"Mig"	"TPM3"	"female"
"ARHGAP26"	0.00894274964576805	-0.789591065891348	0.085	0.114	1	"Mig"	"ARHGAP26"	"female"
"WAC"	0.00934771867070114	0.526005151080977	0.101	0.077	1	"Mig"	"WAC"	"female"
"ARHGAP24"	0.00946945383847164	-0.0679652200265228	0.111	0.143	1	"Mig"	"ARHGAP24"	"female"
"CBWD2"	0.0095493676182478	-0.0570921385091498	0.212	0.254	1	"Mig"	"CBWD2"	"female"
"PTP4A2"	0.00970007217573948	-0.081515934529736	0.114	0.147	1	"Mig"	"PTP4A2"	"female"
"SLC8A1"	0.0099724387572237	0.306290489964803	0.101	0.075	1	"Mig"	"SLC8A1"	"female"
"CD81"	0.010254087398266	-0.191994589799064	0.171	0.212	1	"Mig"	"CD81"	"female"
"SMG1P3"	0.0103069020211489	0.360898524167356	0.101	0.075	1	"Mig"	"SMG1P3"	"female"
"LCOR"	0.0105473043210723	0.333322565131629	0.16	0.131	1	"Mig"	"LCOR"	"female"
"QRICH1"	0.0110976064537013	0.100278301413778	0.105	0.079	1	"Mig"	"QRICH1"	"female"
"WDR43"	0.0117485455794559	-0.714200711471582	0.148	0.181	1	"Mig"	"WDR43"	"female"
"HNRNPU"	0.0120708370060356	0.25960518573726	0.374	0.342	1	"Mig"	"HNRNPU"	"female"
"GPR34"	0.0123027275915202	-0.380945556907298	0.193	0.234	1	"Mig"	"GPR34"	"female"
"NCL"	0.0128035454142456	-0.37464056369456	0.129	0.162	1	"Mig"	"NCL"	"female"
"POLR2J3"	0.0128876767164062	0.528406298895074	0.164	0.136	1	"Mig"	"POLR2J3"	"female"
"CSF1R"	0.0131864572760942	0.124043049204649	0.443	0.416	1	"Mig"	"CSF1R"	"female"
"CALR"	0.0134459076519257	-0.730409908843762	0.478	0.508	1	"Mig"	"CALR"	"female"
"KCTD12"	0.0136212776784017	0.31562950261576	0.261	0.229	1	"Mig"	"KCTD12"	"female"
"DDX3X"	0.0140804657404513	0.168857234363778	0.323	0.289	1	"Mig"	"DDX3X"	"female"
"SERPINB6"	0.0143865404014957	-0.0208604745633276	0.076	0.101	1	"Mig"	"SERPINB6"	"female"
"SSB"	0.0145597094109752	0.0201798532052466	0.11	0.084	1	"Mig"	"SSB"	"female"
"SERP1"	0.0147873682244612	-0.0719985452669638	0.102	0.131	1	"Mig"	"SERP1"	"female"
"NBPF19"	0.0153982866171105	0.279743778687772	0.147	0.116	1	"Mig"	"NBPF19"	"female"
"EIF5A"	0.0156443734646424	-0.319899430814633	0.379	0.429	1	"Mig"	"EIF5A"	"female"
"DRAM2"	0.0157723279347295	-0.313587779482541	0.111	0.139	1	"Mig"	"DRAM2"	"female"
"ZRANB2"	0.0160915167099695	0.232974909639732	0.112	0.087	1	"Mig"	"ZRANB2"	"female"
"DAZAP2"	0.0162084252689737	-0.133109667448425	0.088	0.116	1	"Mig"	"DAZAP2"	"female"
"IRAG2"	0.0172246700569132	-0.104089860794376	0.075	0.101	1	"Mig"	"IRAG2"	"female"
"PJA2"	0.0176637837378384	0.313861316762527	0.108	0.084	1	"Mig"	"PJA2"	"female"
"ETV5"	0.0178441190105709	0.297791975729348	0.24	0.205	1	"Mig"	"ETV5"	"female"
"H4C15"	0.0179180298059459	0.00344601591047433	0.124	0.097	1	"Mig"	"H4C15"	"female"
"RAP2A"	0.0185729320946854	0.00571801815894535	0.101	0.129	1	"Mig"	"RAP2A"	"female"
"UBE2D3"	0.0186708408755117	-0.0419022516470353	0.122	0.152	1	"Mig"	"UBE2D3"	"female"
"MIR1244-3"	0.0189508194580844	-0.202195109934983	0.089	0.114	1	"Mig"	"MIR1244-3"	"female"
"TMBIM4"	0.0194090881397687	-0.209862240658931	0.149	0.182	1	"Mig"	"TMBIM4"	"female"
"PIKFYVE"	0.0195092043461667	-0.330680797531036	0.11	0.085	1	"Mig"	"PIKFYVE"	"female"
"ERP44"	0.0200999056826572	-0.0318851627747725	0.079	0.104	1	"Mig"	"ERP44"	"female"
"LOC729998"	0.0205279715478837	-0.693557104393879	0.115	0.141	1	"Mig"	"LOC729998"	"female"
"KMT2C"	0.0208426153696087	-0.0730229233781263	0.171	0.142	1	"Mig"	"KMT2C"	"female"
"HSPE1"	0.0211202007701737	0.299772795440215	0.105	0.081	1	"Mig"	"HSPE1"	"female"
"GNB4"	0.0215252454252976	0.291066158853153	0.109	0.085	1	"Mig"	"GNB4"	"female"
"SLC35F6"	0.0216938544871916	0.212344011347797	0.152	0.125	1	"Mig"	"SLC35F6"	"female"
"CASP1"	0.0218938919328335	-0.446114437947826	0.109	0.136	1	"Mig"	"CASP1"	"female"
"ADNP"	0.0223273342837473	-0.225617354650382	0.08	0.104	1	"Mig"	"ADNP"	"female"
"APLP2"	0.0233308468296618	-0.410550311236451	0.192	0.226	1	"Mig"	"APLP2"	"female"
"FNIP1"	0.0239038623351583	0.60983146527958	0.13	0.106	1	"Mig"	"FNIP1"	"female"
"GPCPD1"	0.024000998770271	-0.183708251477523	0.102	0.129	1	"Mig"	"GPCPD1"	"female"
"PABPC4"	0.0243617402569529	-0.125645147841686	0.108	0.085	1	"Mig"	"PABPC4"	"female"
"STAG2"	0.0245930500799792	-0.045539818777891	0.19	0.16	1	"Mig"	"STAG2"	"female"
"GOLIM4"	0.0247243049920894	-0.211079945910301	0.215	0.184	1	"Mig"	"GOLIM4"	"female"
"APOE"	0.0250337699777186	-0.363639005212854	0.334	0.364	1	"Mig"	"APOE"	"female"
"GIGYF1"	0.0263469504840299	0.135123336281198	0.138	0.112	1	"Mig"	"GIGYF1"	"female"
"WSB1"	0.0263858784688244	-0.35113516104307	0.41	0.463	1	"Mig"	"WSB1"	"female"
"DPYSL2"	0.0267755451398192	-0.237060185137232	0.342	0.309	1	"Mig"	"DPYSL2"	"female"
"ROCK1"	0.0267932835127202	0.407231784499622	0.148	0.121	1	"Mig"	"ROCK1"	"female"
"AKR1B1"	0.0269667610855161	-0.211307281393649	0.106	0.133	1	"Mig"	"AKR1B1"	"female"
"RETREG2"	0.0275981896633207	-0.22788054378911	0.088	0.112	1	"Mig"	"RETREG2"	"female"
"MKNK1"	0.0289425780403067	-0.262926219646465	0.267	0.308	1	"Mig"	"MKNK1"	"female"
