"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"
"HMGB1"	0.54215355896455	-0.538724609657577	0.267	0.266	1	"Mig"	"HMGB1"	"N"
"TSC22D2"	0.543968413349607	-0.184387438862422	0.131	0.138	1	"Mig"	"TSC22D2"	"N"
"MPHOSPH8"	0.562222720903313	-0.405140573136951	0.115	0.123	1	"Mig"	"MPHOSPH8"	"N"
"CAPZA2"	0.56550532989218	0.249946076843329	0.146	0.153	1	"Mig"	"CAPZA2"	"N"
"P2RY13"	0.569501444042245	-0.221639048077419	0.19	0.177	1	"Mig"	"P2RY13"	"N"
"CMC2"	0.619326681300388	0.14974599731784	0.106	0.098	1	"Mig"	"CMC2"	"N"
"H4C14"	0.621310121403231	-0.100849756685828	0.101	0.094	1	"Mig"	"H4C14"	"N"
"PRELID3B"	0.633757443694352	-0.34831925106741	0.097	0.102	1	"Mig"	"PRELID3B"	"N"
"NPIPB3"	0.63587013024442	-0.205406953527199	0.116	0.108	1	"Mig"	"NPIPB3"	"N"
"RBM47"	0.636508936528916	-0.593593587533523	0.105	0.11	1	"Mig"	"RBM47"	"N"
"HP1BP3"	0.647002220348477	-0.334718814786625	0.229	0.235	1	"Mig"	"HP1BP3"	"N"
"MARCHF2"	0.647429618969029	-0.194659987678991	0.275	0.264	1	"Mig"	"MARCHF2"	"N"
"KMT2C"	0.649298675646175	-0.349952153508482	0.142	0.147	1	"Mig"	"KMT2C"	"N"
"TNFRSF1A"	0.661506010376947	-0.0996515962233888	0.142	0.133	1	"Mig"	"TNFRSF1A"	"N"
"DOCK4"	0.677760437726647	0.0184077808242118	0.163	0.157	1	"Mig"	"DOCK4"	"N"
"DRAM2"	0.686663627035552	0.200728487442775	0.139	0.133	1	"Mig"	"DRAM2"	"N"
"FAM133B"	0.700241354903157	-0.00382518701044043	0.109	0.103	1	"Mig"	"FAM133B"	"N"
"ZFX"	0.716752595795722	-0.634046547025782	0.137	0.13	1	"Mig"	"ZFX"	"N"
"SEL1L"	0.717490234807538	0.00483948887367092	0.241	0.25	1	"Mig"	"SEL1L"	"N"
"WDR43"	0.733684933428943	0.0923553295203545	0.181	0.173	1	"Mig"	"WDR43"	"N"
"C9orf72"	0.737196518220907	-0.191498455399172	0.142	0.136	1	"Mig"	"C9orf72"	"N"
"CHD1"	0.74072738689502	-0.444192965986909	0.144	0.136	1	"Mig"	"CHD1"	"N"
"IGSF6"	0.747708709276451	0.038885412967693	0.169	0.162	1	"Mig"	"IGSF6"	"N"
"MGAT4A"	0.752483207870349	-0.423740651485337	0.217	0.223	1	"Mig"	"MGAT4A"	"N"
"CNTRL"	0.760184992207662	-0.442945586364358	0.121	0.116	1	"Mig"	"CNTRL"	"N"
"ZBTB25"	0.780925390223063	-0.204988671803188	0.097	0.1	1	"Mig"	"ZBTB25"	"N"
"EIF4E"	0.783075812033461	0.155579772084874	0.098	0.101	1	"Mig"	"EIF4E"	"N"
"CHP1"	0.790453579807975	-0.00545345329778257	0.339	0.324	1	"Mig"	"CHP1"	"N"
"RBM26"	0.792975155557217	-0.13300194359345	0.114	0.117	1	"Mig"	"RBM26"	"N"
"YWHAZ"	0.809541721011913	-0.433502651465381	0.131	0.13	1	"Mig"	"YWHAZ"	"N"
"NDUFV3"	0.810412189050498	-0.260564766494149	0.157	0.148	1	"Mig"	"NDUFV3"	"N"
"ANKRD36C"	0.812517212377489	-0.0236780016510463	0.181	0.185	1	"Mig"	"ANKRD36C"	"N"
"HNRNPH2"	0.831834004072331	-0.310407210772961	0.107	0.108	1	"Mig"	"HNRNPH2"	"N"
"MIS18BP1"	0.838611834127979	-0.420491766095175	0.135	0.135	1	"Mig"	"MIS18BP1"	"N"
"EXOSC6"	0.839565693083027	-0.0124384599762553	0.173	0.169	1	"Mig"	"EXOSC6"	"N"
"CPEB4"	0.847145454103071	-0.0224833208091404	0.141	0.141	1	"Mig"	"CPEB4"	"N"
"RNF144B"	0.855047346194059	-0.548687364413099	0.106	0.106	1	"Mig"	"RNF144B"	"N"
"ENTPD1"	0.863554124218364	-0.431412339645412	0.169	0.16	1	"Mig"	"ENTPD1"	"N"
"STAG2"	0.866060989857539	0.235766523452675	0.16	0.164	1	"Mig"	"STAG2"	"N"
"RSRC1"	0.870379086862026	0.0275495455808681	0.121	0.115	1	"Mig"	"RSRC1"	"N"
"B4GALT1"	0.883164033810695	-0.0622936663036366	0.542	0.534	1	"Mig"	"B4GALT1"	"N"
"CCNI"	0.888047089091641	0.797598495016097	0.111	0.11	1	"Mig"	"CCNI"	"N"
"MALAT1"	0.888950344243668	-0.0683587911696266	0.996	0.998	1	"Mig"	"MALAT1"	"N"
"EIF4G3"	0.890700007457066	-0.100024171971241	0.17	0.165	1	"Mig"	"EIF4G3"	"N"
"PDIA4"	0.895145278281979	-0.313718962063081	0.224	0.215	1	"Mig"	"PDIA4"	"N"
"ATRX"	0.896843976510439	-0.501928015541482	0.162	0.159	1	"Mig"	"ATRX"	"N"
"KCNJ2"	0.906661466496979	-0.118350683026552	0.318	0.32	1	"Mig"	"KCNJ2"	"N"
"FUBP1"	0.910539871334209	0.0187420306580686	0.239	0.235	1	"Mig"	"FUBP1"	"N"
"KMT2E"	0.937617384549013	-0.550233134338899	0.195	0.188	1	"Mig"	"KMT2E"	"N"
"FTX"	0.958085883170274	-0.0895734350634751	0.134	0.134	1	"Mig"	"FTX"	"N"
"ARF6"	0.962313622795562	-0.495353529729116	0.239	0.229	1	"Mig"	"ARF6"	"N"
"CMTM6"	0.964936962477269	-0.0692612966582806	0.154	0.154	1	"Mig"	"CMTM6"	"N"
"NF1"	0.987787441660987	-0.302073518508848	0.115	0.114	1	"Mig"	"NF1"	"N"
"ND4L"	0.988264583276767	-0.137632117669007	0.138	0.136	1	"Mig"	"ND4L"	"N"
"NCOA3"	0.989193897181233	-0.199247721374962	0.106	0.105	1	"Mig"	"NCOA3"	"N"
"HTRA1"	0.989504342713726	-0.305461485205026	0.112	0.111	1	"Mig"	"HTRA1"	"N"
"HMGB1P5"	0.993827123469365	-0.445070574582454	0.194	0.187	1	"Mig"	"HMGB1P5"	"N"
"CX3CR1"	0.993869559712205	0.0662957303192155	0.25	0.245	1	"Mig"	"CX3CR1"	"N"
